attr,price,title,link,postbody,location,postdate
"
           1996 mazda mx-6
   
           condition: fair
           cylinders: 6 cylinders
           drive: fwd
           fuel: gas
           odometer: 100000
           paint color: purple
           title status: clean
           transmission: automatic
           type: coupe
   ",1500,1996 Mazda MX-6 runs great,http://sfbay.craigslist.org//sfc/cto/5812027166.html,"
Hello, I have a 1996 Mazda MX-6 M-Edition 2 door coupe for sale. It has all the upgrades (V6, leather seats, sun roof, larger wheels, alarm system) and I've been the only owner. It's had regular maintenance and oil changes throughout and never had a problem with smog checks. Only 100K miles. Just renewed car registration, so you'll save some money there. The car is an automatic and it's burgundy in color.

Car runs well, but it has a fair amount of body damage and wear and tear. There's body damage on the driver side door, by the driver side headlight (headlight works fine but isn't fixed properly), and on the passenger side door. On the inside, there's some tears in the front 2 leather seats, though the back seat is in pretty good condition. I've attached a bunch of picture to give you a feel. 

Kelley Blue Book for this car in Fair Condition is $2100.    ", (noe valley),2016-10-03T22:47:11-0700
"
           2009 bmw 128i
   
           VIN: WBAUP73599VF07105
           condition: excellent
           cylinders: 6 cylinders
           drive: rwd
           fuel: gas
           odometer: 53000
           paint color: blue
           size: compact
           title status: clean
           transmission: manual
           type: coupe
   ",14000,2009 BMW 128i - 6 Speed - Sport Package,http://sfbay.craigslist.org//sfc/cto/5766626827.html,"
Beautifully maintained 2009 BMW 128i 6 Speed - mSport Package - fully loaded (see window sticker). 

Price is firm - contact if interested!    ", (inner richmond),2016-09-05T05:46:16-0700
"
           1968 mercedes-benz 560
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",9500,1988 Mercedes-Benz 560 SL,http://sfbay.craigslist.org//sfc/cto/5805575540.html,"
clean car 135,000 miles please let 
me know if you have any questions    ", (Monterey),2016-09-29T16:08:54-0700
"
           2000 Honda Civic si
   
           fuel: gas
           title status: clean
           transmission: manual
   ",5000,2000 civic em1,http://sfbay.craigslist.org//sfc/cto/5812051146.html,"
Have a 2000em1 clean title.  Has a full shaved engine bay , has aftermarket spring valves and retainers with type r cams, block is stack, break booster delete and 3in straight pipe with vibrant muffler.  Carbon fiber hood and 16in Rotas. License plate are up to date. Price is negotiable by taking part off the car. If you have any questions, please text me at 
 show contact info
    ", (San jose),2016-10-03T23:46:34-0700
"
           1990 Dodge power Ram
   
           condition: good
           cylinders: 8 cylinders
           drive: 4wd
           fuel: gas
           paint color: blue
           size: full-size
           title status: clean
           transmission: automatic
           type: truck
   ","
  
    
    hide this posting
  
  
    
    unhide
  
","1990 Dodge Ram 1ton long bed 4WD  $5,900",http://sfbay.craigslist.org//sfc/cto/5812058231.html,"
--original sold new in California 1990 Dodge Power Ram w-350 long bed 1ton 4WD truck.
--remanufactared 360 V-8 fuel injection using Mobil 1 full synthetic oil
--original automatic transmission 518 with overdrive has been rebuilt
--good tires purchased at Americas tire just rebalanced 
--new battery interstate 
--no accidents 
--pioneer CD player
--Dana 70 in rear 
--Dana 60 in front
--1 repaint from original light blue
--SMOGGED
--drive and tow anywhere 
--no leaks
--mechanically taken care of
Towing package shows up to 9000lbs in towing capability 
--my phone does not accept text messages
--call 
 show contact info

--current clean Carfax report
--private owner
--$5,900.00    ",,2016-10-04T00:08:01-0700
"
           1993 Ford E-350
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",3500,Ford E350 Mini School Bus with Wheel Chair Lift,http://sfbay.craigslist.org//sfc/cto/5804052933.html,"
Ford E350 Mini School Bus with Wheel Chair Lift

Mileage 241744, Diesel engine, Runs well. Smogged
Used Ford E-350 mini-tour school bus with built-in wheel chair lift:
Runs great. Maintained regularly by onsite school mechanics. 
Mileage 241,744. 
Diesel engine
4 rows of seats with large space in the back for wheel chairs. 
Must arrange pickup from a school yard in Santa Clara, CA    ",,2016-09-28T16:57:52-0700
"
           2013 Mini Cooper ""GP""
   
           condition: new
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 2250
           paint color: grey
           title status: clean
           transmission: manual
   ",37500,"2013 Mini Cooper ""GP"" LIMITED PRODUCTION",http://sfbay.craigslist.org//sfc/cto/5812021254.html,"
THIS IS A 2013 MINI COOPER ""GP"" Limited Production (Produced Every 7 Years)
Only 500 built for the US Market (2000 Worldwide)
All 500 Cars are made identical including options
-2 Owner Car
-ONLY 2,250 Miles
-Full Recaro Interior

These are the additional options:
-Akrapovic Evolution Exhaust with Carbon Fiber Tips
-Forge Intercooler
-NM Discharge Pipe
-NM Engineering Torque Arm Mount Insert
-Mini Fini Intake Scoop Grill
-Cravenspeed Ngauge (water temp, boost)
-Cravenspeed Stubby Antenna
-Ultimate Armrest
-Custom ""HRE"" 3 Piece 18"" wheels w/ Michelin Super Sport 215/40/18 Tires
-Tinted Windows
-Full Front End Clear Bra
-Sticker Delete
-GP Coco Mats (full set)
-Black Aero Side Scuttles
-Blackout Tail Lights
-Black Headlight Rings
-Black Door Handle Covers
-Black Gas Filler Cap

Over $15k in tasteful Mods with Receipts
$55k + Invested
Factory Warranty Good Thru January 2018
Absolutely a perfect car & very fast    ", (Portland),2016-10-03T22:34:54-0700
"
           2011 Honda Civic DX-VP
   
           condition: excellent
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 105000
           paint color: grey
           size: compact
           title status: lien
           transmission: automatic
   ",7000,2011 Honda Civic DX-VP Automatic Sedan with Bluetooth,http://sfbay.craigslist.org//sfc/cto/5812064736.html,"
Hi, I'm moving across the country and won't need a car anymore, so I'm saying goodbye to my super reliable 2011 Honda Civic DX-VP 4-door sedan! I am the original owner of the vehicle and it has been routinely serviced every 5,000 miles. It has not been in any accidents and it is in great condition!

-- 2011 Honda Civic DX-VP 
-- 105,000 miles 
-- 4-door sedan with seating for 5
-- Grey 
-- Cloth seats
-- Great gas mileage (Miles per gallon: 25 city / 36 Hwy)
-- No power lock, but power windows
-- Tags good until April 2017
-- Tires and brakes are in very good condition
-- Automatic transmission, Front Wheel Drive
-- New stereo interface with CD player and USB, auxiliary, and Bluetooth (with mic for in-car phone calls) connectivity
-- Mostly freeway driving in Bay Area

Below is a list of minor cosmetic damages. I'm listing the car under the Kelley Blue Book value in order to sell it as is.
-- Deep scratch on hood about the size of a half dollar coin. I had it painted over in the original color to seal and protect it from rust 
-- Scratch on right side underneath door (See photo)
-- Front bumper has some surface scratches that can easily be buffed out. One of the sides is protruding a bit, but might be able to be popped back in. (See photo)
-- TPMS warning light is on. I took it to get diagnosed and the light sensor needs to be reset, but the tires are in very good condition.

In case you want to learn more about this car model, here's a link: http://usnews.rankingsandreviews.com/cars-trucks/Honda_Civic/2011/specs/Civic-DX-VP-Automatic-Sedan-329965/

Please feel free to contact me with any questions. Thank you!
    ", (sunset / parkside),2016-10-04T00:28:35-0700
"
           2006 lexus sc430
   
           condition: like new
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           odometer: 76000
           paint color: black
           size: full-size
           title status: clean
           transmission: automatic
           type: convertible
   ",22500,2006 Lexus SC430 low mileage CLEAN,http://sfbay.craigslist.org//sfc/cto/5812057051.html,"
Selling my 2006 Lexus SC430 Black like new very low freeway mileage 76K. - Price is firm.
- Smog check done
- Oil change done at 75K
- Clean Car Fax
- Registered til 2017
- See photos for detail. 
- Also included is Lexus Luxlink kit with spare key for remote top and enginer start / top feature. You can have it setup with your own installer. Made by Luxury Motorworks 

You can check YouTube for Luxlink SC430 there are many posts to see in action.
    ", (Fremont),2016-10-04T00:04:29-0700
"
           2013 Scion FR-S
   
           condition: excellent
           cylinders: other
           drive: rwd
           fuel: gas
           odometer: 37000
           paint color: white
           title status: clean
           transmission: automatic
   ",17000,Scion FR-S 2013 clean,http://sfbay.craigslist.org//sfc/cto/5812067963.html,"
Clean title
37,000 mile
White car
Reason for sale: I have another car

    ",,2016-10-04T00:39:30-0700
"
           2016 jeep wrangler
   
           condition: like new
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           odometer: 6400
           paint color: black
           size: full-size
           title status: clean
           transmission: automatic
           type: offroad
   ",31000,2016 Jeep Wrangler Special Oscar Mike Special Edition for sale,http://sfbay.craigslist.org//sfc/cto/5812026135.html,"
2016 Jeep Wrangler, Oscar Mike special edition, only 6400 miles. Dual-top, factory hard top + Bestop Trektop NX soft top.
Please google if you don't know this special edition.
Clean title, pink paper on hand, no loans.

Factory:
Oscar Mike blacked out exterior
Auto transmission
3.73 ratio
LSD diff
special edition leather seats
factory Alpine sound system with sub
Bluetooth
towing package

6000 miles. Never off roaded, all freeway mileage. Full synthetic oil did at 4500 miles.

Mods:

JW Speaker 8700 DOT approved headlights ($550)
3.5 inch Rubicon Express lift kit with Rancho adjustable shocks, installed 2 months ago ($2000)
5 of 35 inch BF Goodyear all terrain tires, less than 1000 miles. ($2000)
Bestop Trektop Soft top, less than 2 months ($700), also have factory hard top.
Cobra 75 WXST Radio with fire stick antenna ($130)

VIN number can be provided upon request

Purchase Price: MSRP $35,450 + tax & delivery, has window sticker on hand.

Purchase date: 12/19/2015 

Cash offer ONLY, no loans transfer please. $31000 OBO

Text for questions    ", (sunset / parkside),2016-10-03T22:44:57-0700
"
           1998 Jetta
   
           condition: good
           cylinders: 4 cylinders
           fuel: gas
           odometer: 170000
           title status: clean
           transmission: automatic
           type: sedan
   ",800,98 Jetta GL! Great buy! Smogged tagged and ready! $800 obo!,http://sfbay.craigslist.org//sfc/cto/5806697417.html,"
I am selling my 1998 Jetta GL. A four cylinder, thats a great gas saver ($25 fills up the car). Only 170k miles. No overheating or leaks, there is no mechanical issues at all. Brand new breaks, water pump, timing belt, full new tune up, new seals, new oil pump, and new gaskets. Clean tittle, smogged tagged and ready to go. This is a great buy, selling because I am moving my loss your gain $800 obo. If any questions please feel free to contact me at 
 show contact info
 God bless!    ", (downtown / civic / van ness),2016-09-30T11:25:38-0700
